,Unnamed: 0,Unnamed: 0.1,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Lat,Lon,Year
563,563,563,10/03/1941,17:48,"San Juan, Puerto Rico",Pan American World Airways,203,Miami - Buenos Aires,Sikorsky S-42B (flying boat),NC15376,4206,15.0,2.0,0.0,"Following the approach, the aircraft contacted the water in an unduly nose-low attitude while moving sideways relative to the water.  Almost immediately after first contact with the water, the aircraft swerved violently to the right and broke into several major sections. The failure of the captain to exercise requisite caution and skill in landing. A contributing factor was the smooth surface of the water, which rendered difficult, the captain's depth perception as well as the exact determination of any lateral movement of the aircraft.",18.465299,-66.116666,1941
565,565,565,10/30/1941,02:04,"Near Moorhead, Minnesota",Northwest Orient Airlines,5,Minneapolis - Fargo,Douglas DC-3,NC21712,2124,15.0,14.0,0.0,"Crashed in fog and mist due to icing on the wings. The pilot, Clarence Bates, was thrown clear of the wreckage and was the lone survivor. Accumulation of ice on the wings and other surfaces of the airplane, increasing the stalling speed and the drag of the airplane on the power required to maintain flight. Action of the captain in descending to attempt a landing at Fargo with known icing conditions and critical ceiling conditions instead of proceeding to an available alternate.",46.873908,-96.753867,1941
566,566,566,10/30/1941,22:10,"St. Thomas, Ontario, Canada",American Airlines,1,New York - Buffalo - Chicago - Detroit,Douglas DC-3,NC25663,2207,20.0,20.0,0.0,"The aircraft, on a flight from New York to Chicago, circled a wooded area 3 or 4 times looking for a landing spot before stalling and diving into a plowed field. Cause unknown.",42.779022,-81.192988,1941
568,568,568,01/16/1942,19:23,"Near Las Vegas, Nevada",Trans Continental and Western Air,3,Las Vegas - Los Angeles,Douglas DC-3,NC1946,3295,22.0,22.0,0.0,"The aircraft crashed into Mt. Potosi (Double Up Peak, Table Spring Mountain, Olcott Mountain), 32 miles SW of Las Vegas, NV, 15 minutes after taking off from the Western Airlines terminal building at Las Vegas. The aircraft clipped a rocky ledge, cartwheeled into the face of a cliff and exploded, scattering wreckage at the bottom of a ravine. Actress Carole Lombard, 33, her mother, and press agent  were killed in the crash. Her mother did not want to fly and a coin was tossed to see whether the trip would be made by train or plane. The actress was returning from a war-bond promotion.  The flight was 6.7 miles off course for unknown reasons.  Failure of the captain to follow a proper course and make use of navigation facilities available to him. A contributing factor was the blackout of beacons in the area made necessary because of the war emergency.",36.167256,-115.148516,1942
582,582,582,05/01/1942,23:00,"Salt Lake City, Utah",United Air Lines,4,San Francisco - New York City,Douglas DST-A-207A,NC18146,1978,17.0,17.0,0.0,"After taking off from Salt Lake, the aircraft proceeded in the wrong direction and crashed into the side of a hill 3.8 miles northeast of the Salt Lake City Airport. The point of impact was at an elevation of 5,053 feet above sea level and about 830 feet above the airport. A deviation from the proper course, for reasons undetermined.",40.75962,-111.886798,1942
583,583,583,05/12/1942,11:51,"Miles City, Montana",Northwest Orient Airlines,1,Chicago - Seattle,Douglas DC-3-A-269,NC 21714,2129,14.0,3.0,0.0,"The plane hit an obstruction at the end of the runway, overran the runway boundry and crashed. The failure of the captain to complete the landing run in time to avoid the obstruction at the end of the runway, for reasons undetermined, and his action in attempting to take off after striking the obstruction.",46.408527,-105.840981,1942
584,584,584,07/01/1942,12:00,"Near Premier, West Virginia",Military - U.S. Army Air Forces,,"Battle Creek - Florence, SC",Douglas C-49E,42-56093,1976,21.0,21.0,0.0,"Flew into a thunderstorm and was observed in a near vertical dive before crashing to the ground.  Icing, possible overloading.",37.422335,-81.64372,1942
591,591,591,08/25/1942,14:00,"Near Dunbeath, Scotland",Military - Royal Air Force,,,Short Sunderland (flying boat),W4026,,14.0,13.0,0.0,"The plane crashed while on a flight to Iceland during WWII. The aircraft was part of the 228th Squadron RAF.  The plane hit high ground at Eagle Rock in the Scottish Highlands in poor visibility. Possible navigational error but exact cause unknown.  Prince George, Duke of Kent was among the dead.",58.248257,-3.427595,1942
594,594,594,10/01/1942,09:30,"Near Coamo, Puerto Rico",Military - U.S. Army Air Forces,,Caomo - San Juan,Douglas C-39-DO  (DC-2),38-524,2081,22.0,22.0,0.0,The aircraft made a wide descending turn with engines running roughly and crashed into a hill.,18.080701,-66.356554,1942
599,599,599,12/15/1942,01:22,"Fairfield, Utah",Western Airlines,13,Salt Lake - Las Vegas - Burbank,Douglas DC-3A,NC16060,1900,19.0,17.0,0.0,"Crashed after performing a violent maneuver.  Failure of the left, or possibly both wing tips and of the horizontal  tail  surfaces as a result of a sever pull-up which caused unusual and  abnormally high air loads. The reason the pull-up maneuver was not determined.",40.262171,-112.092996,1942
603,603,603,01/18/1943,23:00,"Off the Brazilian coast,  AtlantiOcean",Military - U.S. Army Air Forces,,"Accra, Ghana - Natal, Brazil",Consolidated C-87,41-1708,,26.0,26.0,0.0,Disappeared while en route and never found.,,,1943
604,604,604,01/21/1943,07:30,"Ukiah, California",Pan American World Airways,V-1104,Hawaii - San Francisco,Martin M-130 (flying boat),NC14715,557,19.0,19.0,0.0,"Flew into a 2,500 ft. mountain while circling in bad weather, after being unable to land in darkness and deciding whether to divert to San Diego. Clipped trees, struck the ground and broke up.  Failure of the captain to determine his position accurately before descending to a dangerously low altitude under extremely poor weather conditions during the hours of darkness. The aircraft was named Philippine Clipper.",39.150166,-123.207786,1943
608,608,608,02/22/1943,06:47,"Lisbon, Portugal",Pan American World Airways,9035,New York City - Lisbon,Boeing B-314 (flying boat),NC18603,1990,39.0,25.0,0.0,"Crashed into the Targus River in poor weather while attempting to land. Inadvertent contact of the left wing tip of the aircraft with the water while making a descending turn preparatory to landing. The aircraft was named the Yankee Clipper.  Novelist Ben Robertson and singer, actress Tamara Drasin, 34, among those killed. Actress Jane Froman seriously injured.",38.707751,-9.136592,1943
611,611,611,03/27/1943,05:15,"Archerfield Aerodrome, Queensland, Australia",Military - Royal Australian Air Force,,,Douglas C-47-DL,A65-2,6149,24.0,24.0,0.0,"The aircraft, taking off in darkness and poor visibility, crashed in heavy timber and caught fire.",-27.571902,153.014292,1943
613,613,613,06/01/1943,11:00,Off the coast of France,British Overseas Airways,2L272,Lisbon - London,Douglas DC-3,G-AGBB,1590,17.0,17.0,0.0,"Shot down by the German Air Force over the Bay of Biscay. The last message received from the plane was it was being attacked by an enemy aircraft. The aircraft had a Dutch crew. British actor Leslie Howard, 42, killed.",43.364055,5.348906,1943
614,614,614,06/07/1943,04:00,"Red Springs, North Carolina",Military - U.S. Army Air Forces,,Pope Field - Maxton,Douglas C-47A-DL,42-23512,9374,20.0,20.0,0.0,Crashed in thunderstorm activity while attempting to land.,34.815158,-79.183765,1943
620,620,620,07/28/1943,22:43,"Trammel, Kentucky",American Airlines,63,Cleveland - Memphis,Douglas DC-3,NC16014,1552,22.0,20.0,0.0,"The aircraft crashed into trees while attempting to land in strong turbulence and violent downdrafts. There was evidence that most of the occupants in the cabin were victims of suffocation or fire, or both, because of their inability to effect an exit from the aircraft. Loss of control of the aircraft due to unusually severe turbulence and violent downdraft caused by a thunderstorm of unknown and unpredictable intensity.",36.785319,-86.353324,1943
621,621,621,08/01/1943,15:00,"Ploesti, Romania",Military - U.S. Army Air Forces,,Bombing run,Consolidated B-24,,,10.0,10.0,63.0,Crashed into a women's prison after being hit by anti-aircraft fire while on a bombing run.,44.95,26.01667,1943
622,622,622,08/07/1943,05:20,"Off Townsville, Australia",Military - U.S. Air Force,,Townsville - Brisbane,Douglas C-47-DL,41-7733,4212,27.0,27.0,0.0,Crashed into the ocean.,-19.260386,146.821944,1943
625,625,625,09/10/1943,16:00,"Off Galveston, Texas",Military - U.S. Army Air Forces,,,Boeing B-17F / Boeing B-17F,42-4621/42-6031,,22.0,22.0,0.0,Midair collision over the Gulf of Mexico while flying in formation. Eleven killed on each plane.,29.299328,-94.794588,1943
626,626,626,09/20/1943,08:50,"Near Maxton, North Carolina",Military - U.S. Army Air Forces,,,Douglas C-53D-DO,42-68729,11656,25.0,25.0,0.0,Crashed into a wooded area after nearly colliding with a glider being towed by another aircraft.  The evasive maneuver caused the aircraft to stall and crash.,35.458013,-81.279191,1943
627,627,627,09/22/1943,06:00,"Near Calcutta, India",Military - U.S. Army Air Forces,,,Douglas C-53,42-6471,4923,20.0,20.0,0.0,Cashed into trees shortly after taking off.,22.572672,88.363882,1943
628,628,628,10/15/1943,23:17,"Near Centerville, Tennessee",American Airlines,63,Nashville - Memphis,Douglas DC3-G102,NC16088,1588,15.0,15.0,0.0,"The aircraft struck the ground nose-first in a vertical attitude while en route and was completely demolished by the impact. Inability of the aircraft to gain or maintain altitude due to carburetor ice, propeller ice or wing ice or some combination of these icing conditions, while over terrain and in weather unsuitable for an emergency landing.",35.778956,-87.466959,1943
631,631,631,10/22/1943,20:20,"Columbus, Georgia",Military - U.S. Army Air Forces,,,Douglas C-47-DL,42-5677,7371,20.0,20.0,0.0,Stalled when it was making a descending turn during a parachute exercise.,32.461071,-84.988045,1943
637,637,637,12/19/1943,09:20,"Canal Creek, Australia",Military - U.S. Air Force,,,Douglas C-47A-60-DL,43-30742,13893,31.0,31.0,0.0,,-22.947057,150.426013,1943
640,640,640,02/10/1944,23:36,"Memphis, Tennessee",American Airlines,2,Little Rock - Memphis,Douglas DC-3,NC21767,2166,24.0,24.0,0.0,"The aircraft crashed into a river and sank ,18 miles southwest of Memphis, in a snowstorm, while en route from Little Rock. Cause undetermined.",35.149022,-90.051629,1944
644,644,644,04/06/1944,15:48,"Near Nome, Alaska",Pan American World Airways,,Nome - Fairbanks,Pilgrim 100B,NC742N,,6.0,6.0,0.0,Crashed shortly after takeoff in a snow storm. Failure of the pilot to recognize his proximity to the ground due to heavy snow which entirely covered the terrain.,64.498992,-165.398799,1944
650,650,650,06/06/1944,01:30,"Carentan, France",Military - U.S. Army Air Forces,,,Douglas C-47A-DL,42-101035,19498,22.0,22.0,0.0,Shot down by anti-aircraft fire during the Normandy invasion.,49.30329,-1.246344,1944
651,651,651,06/06/1944,02:00,"Flamanville, France",Military - U.S. Army Air Forces,,,Douglas C-47A,42-100905,19368,22.0,22.0,0.0,Shot down by anti-aircraft fire during the Normandy invasion.,49.634824,0.839636,1944
652,652,652,06/06/1944,01:15,"Barneville, France",Military - U.S. Army Air Forces,,,Douglas C-47A,42-93095,112969,22.0,22.0,0.0,Shot down by anti-aircraft fire during the Normandy invasion.,49.389167,0.188611,1944
656,656,656,07/26/1944,03:00,North AtlantiOcean,Military - U.S. Army Air Forces,,"England - Long Island, N.Y.",Douglas C-54A-DO (DC-4),42-107470,7489,26.0,26.0,0.0,Disappeared while en route from Iceland to Newfoundland.,,,1944
657,657,657,07/27/1944,16:00,"Port Logan, Scotland",Military - U.S. Army Air Forces,,Bristol - Preswick,Douglas C-47A-DK,42-93038,12905,22.0,22.0,0.0,"As the aircraft approached land, it began a climb but was not able to gain sufficient altitude to clear a cloud shrouded cliff.",54.723404,-4.954628,1944
659,659,659,08/03/1944,20:30,"Naper, Nebraska",Military - U.S. Army Air Forces,,"Bruning, NB - Pierre, SD",Douglas C-47A-DL,42-23652,9514,28.0,28.0,0.0,Crashed in a severe thunderstorm after possibly being hit by lightning and losing both engines.,42.96361,-99.096763,1944
660,660,660,08/08/1944,13:20,"Off Antilla, Cuba",Pan American World Airways,218,Antilla - Miami,Sikorsky S-42 (flying boat),NC823M,4201,31.0,17.0,0.0,Crashed during the third attempt to lift from the water and sank into the ocean. Loss of control due to the captain's inexperience in handling the particular type of aircraft. The aircraft was named 'Hong Kong Clipper.',20.827544,-75.740011,1944
661,661,661,08/12/1944,18:20,"Blythburgh, England",Military - U.S. Navy,-,,Consolidated PB4Y-1,32271,,2.0,2.0,0.0,"Navy lieutenant Joseph P. Kennedy Jr., 29, brother of President John F. Kennedy, was killed while on a flying mission over England during World War II.  Kennedy volunteered for operation Aphrodite after completing two full combat tours and was killed when the explosive-laden PB4Y he was flying blew up in air.  He was intending to aim the ship and bail out, leaving another aircraft to guide the PB4Y via remote control to a German submarine pen on the French coast; it apparently exploded when he armed the switches.  The photographichase plane had President Franklin Roosevelt's son, Elliot Roosevelt, on board.",52.320934,1.597944,1944
